a man
0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0
0,0,0,6,6,6,6,6,6,6,6,6,6,0,0,0
0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0
0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0
0,0,7,6,7,7,7,7,7,7,7,7,6,7,0,0
0,0,7,6,7,0,7,7,7,7,0,7,6,7,0,0
0,0,0,7,7,7,7,7,7,7,7,7,7,0,0,0
0,0,0,0,7,7,6,6,6,6,7,7,0,0,0,0
0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0
0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0
0,9,9,9,9,7,7,4,4,7,7,9,9,9,9,0
9,9,9,9,9,7,4,12,12,4,7,9,9,9,9,9
9,9,9,9,9,9,7,12,12,7,9,9,9,9,9,9
9,9,9,9,9,9,7,12,12,7,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
a woman
0,0,0,0,14,14,14,14,14,14,14,14,0,0,0,0
0,0,14,14,14,14,14,14,14,14,14,14,14,14,0,0
0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
14,14,14,14,7,7,7,7,7,7,7,7,14,14,14,14
14,14,7,7,7,7,7,7,7,7,7,7,7,7,14,14
14,14,7,7,7,0,7,7,7,7,0,7,7,7,14,14
14,14,12,7,7,7,7,7,7,7,7,7,7,12,14,14
14,14,12,7,7,7,7,7,7,6,7,7,7,12,14,14
14,14,14,14,14,7,7,7,7,7,7,14,14,14,14,14
14,14,14,14,7,7,7,7,7,7,7,7,14,14,14,14
14,14,10,10,12,7,7,7,7,7,7,12,10,10,14,14
0,10,10,7,7,12,7,7,7,7,12,7,7,10,10,0
10,10,10,10,7,7,12,7,7,12,7,7,10,10,10,10
10,10,10,10,10,7,7,12,12,7,7,10,10,10,10,10
10,10,10,10,10,10,7,7,7,7,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
a skull
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,15,15,15,15,15,15,0,0,0,0
0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,0
0,0,15,15,12,12,15,15,15,15,15,12,12,15,15,0
0,15,15,12,12,12,12,15,15,15,12,12,12,12,15,15
0,15,15,12,12,12,12,15,15,15,12,12,12,12,15,15
0,15,15,15,12,12,15,15,15,15,15,12,12,15,15,15
0,15,15,15,15,15,15,15,0,15,15,15,15,15,15,15
0,0,15,15,15,15,15,0,0,0,15,15,15,15,15,0
0,0,0,0,15,15,15,0,0,0,15,15,15,0,0,0
0,0,0,0,15,15,15,15,15,15,15,15,15,0,0,0
0,0,0,0,15,15,15,15,15,15,15,15,15,0,0,0
0,0,0,0,15,0,15,0,15,0,15,0,15,0,0,0
0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0
0,0,0,0,15,15,15,0,15,0,15,15,15,0,0,0
0,0,0,0,0,15,15,15,15,15,15,15,0,0,0,0
an oval-shaped dot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,12,12,12,12,0,0,0,0,0,0
0,0,0,12,12,12,12,12,12,12,12,12,0,0,0,0
0,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0
0,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0
0,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0
0,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0
0,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0
0,0,0,12,12,12,12,12,12,12,12,12,0,0,0,0
0,0,0,0,0,12,12,12,12,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a tree
0,0,10,10,2,2,10,2,10,10,2,14,10,2,0,0
0,14,10,10,10,10,2,2,14,10,10,10,10,10,2,0
10,10,2,10,2,6,10,10,10,2,10,14,10,0,2,10
0,2,10,14,0,2,10,6,2,2,10,10,10,2,14,2
0,10,6,10,10,10,10,2,10,14,2,2,10,2,10,14
10,10,10,6,0,14,10,10,2,10,0,10,10,2,10,2
14,2,2,10,10,6,0,10,2,2,2,10,14,10,6,14
0,10,6,10,6,6,6,10,6,6,10,6,10,10,2,0
0,0,0,2,6,6,6,6,6,2,6,6,6,6,2,0
0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0
0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0
0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0
0,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0
an American flag
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,15,1,15,15,15,15,0,0,0,0,15,15
1,15,1,15,1,1,12,12,12,12,15,15,15,15,12,12
15,1,1,1,15,1,15,15,15,15,12,12,12,12,15,15
1,15,1,15,1,1,15,12,12,12,15,15,15,15,12,12
15,1,1,1,1,15,15,15,15,15,12,12,12,12,15,15
1,1,1,15,1,1,12,12,12,12,15,15,15,15,12,12
